2;1
7;1
13;1
18;1
24;1
29;1
35;1
41;1
46;1
52;1
57;1
63;1
69;1
74;0
80;1
86;1
91;1
97;1
102;1
108;0
114;0
119;0
125;0
131;0
136;0
142;0
147;0
153;0
159;0
164;0
170;0
176;0
181;0
187;0
193;0
198;0
204;0
210;0
215;0
221;0
226;0
232;0
238;0
243;0
249;0
255;0
260;0
266;1
272;1
277;1
283;1
288;1
294;1
300;1
305;1
311;1
316;1
322;1
328;1
333;1
339;1
344;1
350;1
356;1
361;1
367;1
372;0
378;1
384;1
389;1
395;1
401;1
406;1
412;1
417;1
423;1
429;1
434;1
440;1
445;1
451;1
457;1
462;1
468;1
473;1
479;1
485;1
490;1
496;1
501;1
507;1
513;1
518;1
524;1
529;1
535;1
541;1
546;1
552;1
557;1
563;1
569;1
574;1
580;1
585;0
591;0
597;0
602;0
608;0
614;0
619;0
625;0
631;0
636;0
642;0
648;0
653;0
659;0
665;0
670;0
676;0
681;0
692;0
698;0
703;0
709;0
715;0
720;0
726;0
732;0
737;1
743;1
749;1
754;1
760;1
765;1
771;1
777;1
782;1
788;1
793;1
799;1
805;1
810;1
816;1
821;1
827;1
833;1
838;1
844;1
849;1
855;0
861;0
866;1
872;1
878;1
883;1
889;1
894;1
902;1
908;1
913;1
919;1
924;1
930;1
936;1
941;1
947;1
952;1
958;1
964;1
969;1
975;1
980;1
986;1
992;1
997;1
1003;1
1008;1
1014;1
1020;1
1025;1
1031;1
1036;1
1042;1
1048;1
1053;1
1059;1
1064;1
1070;1
1076;1
1081;1
1087;1
1092;1
1098;1
1104;1
1109;1
1115;1
1120;1
1126;1
1132;1
1137;1
1143;1
1149;1
1154;1
1160;1
1165;1
1171;1
1177;1
1182;1
1188;1
1193;1
1199;1
1205;1
1210;1
1216;1
1221;1
1227;1
1233;1
1238;1
1244;1
1249;1
1255;1
1261;1
1266;1
1272;1
1277;1
1283;1
1289;1
1294;0
1300;0
1306;1
1311;1
1317;1
1322;1
1328;0
1334;0
1339;0
1345;0
1351;0
1356;0
1362;0
1367;0
1373;0
1379;0
1384;0
1390;0
1396;1
1401;1
1407;1
1412;1
1418;1
1424;1
1429;1
1435;1
1441;1
1446;1
1452;1
1457;1
1463;1
1469;1
1474;1
1480;1
1485;1
1491;1
1497;1
1502;1
1508;1
1513;1
1519;1
1525;1
1530;1
1536;1
1541;1
1547;1
1553;1
1558;1
1564;1
1569;1
1575;1
1581;1
1586;1
1592;1
1597;1
1603;1
1609;1
1614;1
1620;1
1625;1
1631;1
1637;1
1642;1
1648;1
1653;1
1659;1
1665;1
1670;1
1676;1
1681;1
1692;1
1698;1
1703;1
1709;1
1715;1
1720;1
1726;1
1731;1
1737;1
1743;1
1748;1
1754;1
1759;1
1765;1
1771;1
1776;1
1782;1
1787;1
1793;1
1799;1
1804;1
1810;1
1815;1
1821;1
1827;1
1832;1
1838;1
1844;1
1849;1
1855;1
1860;1
1866;1
1872;1
1877;1
1883;1
1888;1
1894;1
1901;1
1907;1
1913;1
1918;1
1924;1
1929;1
1935;1
1941;1
1946;1
1952;1
1958;1
1963;1
1969;1
1974;1
1980;1
1986;1
1991;1
1997;1
2002;1
2008;1
2014;1
2019;1
2025;1
2030;1
